input_row_key,selected_veridion_id,company_name,website_domain,revenue,employee_count,main_sector,qc_flags
143,08e683e0-1827-11ee-b0e3-d3f35f2a4259,DNA Oy.,,,,IT&C Services,missing website; missing or 0 revenue; missing or 0 employees
143,08e683e0-1827-11ee-b0e3-d3f35f2a4259,DNA Ltd.,,,,IT&C Services,missing website; missing or 0 revenue; missing or 0 employees
148,d3ccacb0-a3ce-11ed-b93a-8509659c73d1,DXC Technology Norge AS,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector
148,d3ccacb0-a3ce-11ed-b93a-8509659c73d1,DXC ServiceNow Practice Norway,,11000000.0,25.0,IT&C Services,missing website
148,d3ccacb0-a3ce-11ed-b93a-8509659c73d1,DXC,dxcfds.com,419372544.0,1100.0,IT&C Services,missing geolocation
149,f19d20b5-250a-11ec-b70f-ed0ff919fa1a,DXC Technology Sverige AB.,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector
149,f19d20b5-250a-11ec-b70f-ed0ff919fa1a,DXC,dxcfds.com,419372544.0,1100.0,IT&C Services,missing geolocation
149,f19d20b5-250a-11ec-b70f-ed0ff919fa1a,DXC Consulting,dxcconsulting.se,,,Other Professional Services,missing or 0 revenue; missing or 0 employees; missing geolocation
150,6fef3cc3-499f-11ee-955d-cffc14e1ac7f,Munchworld Marketing Sdn. Bhd. Johor,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector
150,6fef3cc3-499f-11ee-955d-cffc14e1ac7f,Dynamic Telecommunication,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector; no contact info; missing geolocation
150,6fef3cc3-499f-11ee-955d-cffc14e1ac7f,Dynamic Tele Communication,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector; no contact info; missing geolocation
150,6fef3cc3-499f-11ee-955d-cffc14e1ac7f,Dynamic Telecommunication,,,,IT&C Services,missing website; missing or 0 revenue; missing or 0 employees
152,203f5ad6-b918-11ed-bc6c-cde58c4dffa0,Eastcompeace,eastcompeace.com,218800000.0,200.0,Finance & Insurance,no contact info; missing geolocation
152,203f5ad6-b918-11ed-bc6c-cde58c4dffa0,Easy Card,easycard.com.bd,,,,missing or 0 revenue; missing or 0 employees; missing sector; missing geolocation
152,203f5ad6-b918-11ed-bc6c-cde58c4dffa0,Eastcompeace,worldclasslighting.com,,,Electronics & Appliances,missing or 0 revenue; missing or 0 employees; missing geolocation
152,203f5ad6-b918-11ed-bc6c-cde58c4dffa0,Baby Care,babycare.com.bd,382575.0,75.0,"Apparel, Accessories & Footwear",missing geolocation
152,203f5ad6-b918-11ed-bc6c-cde58c4dffa0,Eastcompeace Smart Card Bangladesh Limited.,,,,IT&C Services,missing website; missing or 0 revenue; missing or 0 employees; missing geolocation
155,2b50edd1-93e5-11eb-a746-fdabd18be9c6,Management Doctors,managementdoctors.se,366808.0,2.0,Other Professional Services,missing geolocation
155,2b50edd1-93e5-11eb-a746-fdabd18be9c6,Office Management,avoki.com,14000000.0,,IT&C Services,missing or 0 employees
156,2b50edd1-93e5-11eb-a746-fdabd18be9c6,Office Management,avoki.com,14000000.0,,IT&C Services,missing or 0 employees
156,2b50edd1-93e5-11eb-a746-fdabd18be9c6,Management Doctors,managementdoctors.se,366808.0,2.0,Other Professional Services,missing geolocation
163,c3be3d54-b6b6-11ef-b840-cd317407a6a9,eGeneration Limited,coronavirus.pages.dev,,,Other Professional Services,missing or 0 revenue; missing or 0 employees; no contact info; missing geolocation
163,c3be3d54-b6b6-11ef-b840-cd317407a6a9,E-Generation,entrepreneurgeneration.com,,13.0,Education,missing or 0 revenue; missing geolocation
163,c3be3d54-b6b6-11ef-b840-cd317407a6a9,WebQ1,webq1.com.au,,,Advertising & Marketing,missing or 0 revenue; missing or 0 employees; missing geolocation
163,c3be3d54-b6b6-11ef-b840-cd317407a6a9,Egeneration,egeneration.com.bd,,,"Arts, Entertainment & Recreation",missing or 0 revenue; missing or 0 employees; missing geolocation
169,cca5a50b-a725-11ef-992e-0bf06164345a,Enreach Campaigns,enreachcampaigns.com,,,Advertising & Marketing,missing or 0 revenue; missing or 0 employees; no contact info
173,ff083300-a7b5-11ed-bec3-afeedabcf530,Ericsson AS,epignosis.no,,,Architecture & Engineering Services,missing or 0 revenue; missing or 0 employees; no contact info
173,ff083300-a7b5-11ed-bec3-afeedabcf530,Ericsson transport & logistikk AS,,,,Transport & Warehousing,missing website; missing or 0 revenue; missing or 0 employees
173,ff083300-a7b5-11ed-bec3-afeedabcf530,Ericsson,,,,IT&C Services,missing website; missing or 0 revenue; missing or 0 employees
173,ff083300-a7b5-11ed-bec3-afeedabcf530,Ericsson by Nordrest,ericssonbynordrest.se,,,Accommodation & Food Services,missing or 0 revenue; missing or 0 employees
184,77d7b182-a440-11ed-98da-09eff5c31f9c,Exide Technologies A/S.,exide.dk,,,,missing or 0 revenue; missing or 0 employees; missing sector
184,77d7b182-a440-11ed-98da-09eff5c31f9c,Exide Technologies avd Bergen,sonnak.com,,,,missing or 0 revenue; missing or 0 employees; missing sector
184,77d7b182-a440-11ed-98da-09eff5c31f9c,Exide technologies AS avd Stavanger,exide-nordic.com,,1.0,,missing or 0 revenue; missing sector; no contact info; missing geolocation
187,7657825a-70c8-11ed-b7c2-39c75d5cc1e9,F5 Photography Limited,f5blog.co.uk,65188.0,1.0,Other Consumer Services,missing geolocation
187,7657825a-70c8-11ed-b7c2-39c75d5cc1e9,F5 Networks Limited,vtsupplyffl.com,,,"Arts, Entertainment & Recreation",missing or 0 revenue; missing or 0 employees
187,7657825a-70c8-11ed-b7c2-39c75d5cc1e9,F5 Networks Limited,french-language-courses.org,,,IT&C Services,missing or 0 revenue; missing or 0 employees
187,7657825a-70c8-11ed-b7c2-39c75d5cc1e9,F5 Networks Inc.,couponannie.co.uk,,1.0,,missing or 0 revenue; missing sector; no contact info; missing geolocation
189,bdc409a2-93e4-11eb-be3a-7f925cb94351,Falck Fire Services UK Ltd.,falck.uk,111000.0,160.0,Health Care & Social Assistance,missing geolocation
189,bdc409a2-93e4-11eb-be3a-7f925cb94351,Lolland-Falster Brandvæsen,lfbv.dk,3025755.0,20.0,Government,no contact info
195,44240fe3-93e5-11eb-919a-b3f9a5ad205c,Form First,formfirst.app,,2.0,IT&C Services,missing or 0 revenue; no contact info
198,21d91ebf-1b00-11ec-a8e8-f10d0988514b,Horn Gartner As,,,,Architecture & Engineering Services,missing website; missing or 0 revenue; missing or 0 employees
198,21d91ebf-1b00-11ec-a8e8-f10d0988514b,Gartner Norge,,,,Health Care & Social Assistance,missing website; missing or 0 revenue; missing or 0 employees; no contact info
203,952db7cc-93e4-11eb-91fb-73d498260b10,K&L Global Connect,,,,IT&C Services,missing website; missing or 0 revenue; missing or 0 employees
203,952db7cc-93e4-11eb-91fb-73d498260b10,GlobalConnect,globalconnect.dk,,,IT&C Services,missing or 0 revenue; missing or 0 employees
203,952db7cc-93e4-11eb-91fb-73d498260b10,GlobalConnect,globalconnect.support,,,IT&C Services,missing or 0 revenue; missing or 0 employees; missing geolocation
203,952db7cc-93e4-11eb-91fb-73d498260b10,Erinko Global Connect Limited,erinkoglobal.com,,,Food & Beverages,missing or 0 revenue; missing or 0 employees; no contact info; missing geolocation
207,99e409e0-0769-11f0-9c21-f53b46118486,The Ecovillage at Currumbin,villagehub.com.au,,,Accommodation & Food Services,missing or 0 revenue; missing or 0 employees; missing geolocation
207,99e409e0-0769-11f0-9c21-f53b46118486,Google Asia Pacific Pte. Ltd.,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector; no contact info
207,99e409e0-0769-11f0-9c21-f53b46118486,eLoan Canada,eloancanada.com,,3.0,Finance & Insurance,missing or 0 revenue; missing geolocation
207,99e409e0-0769-11f0-9c21-f53b46118486,Google Asia Pacific Pte. Ltd.,duoi625maxim.com,,,Publishers & Media Companies,missing or 0 revenue; missing or 0 employees; no contact info
207,99e409e0-0769-11f0-9c21-f53b46118486,Google Asia Pacific Pte.,financecrush.com,,1.0,Finance & Insurance,missing or 0 revenue; missing geolocation
209,be55a775-c4b2-11ec-af9f-718ab7b26330,TOTP Authenticator,authtwofa.cc,,,IT&C Services,missing or 0 revenue; missing or 0 employees; missing geolocation
209,be55a775-c4b2-11ec-af9f-718ab7b26330,Google Commerce,newsfood.online,,,IT&C Services,missing or 0 revenue; missing or 0 employees; missing geolocation
209,be55a775-c4b2-11ec-af9f-718ab7b26330,Google Commerce Limited,lespotnoir.com,,,IT&C Services,missing or 0 revenue; missing or 0 employees; missing geolocation
220,bb79f296-93e4-11eb-86dd-ffbd1b53140e,Help Link Psychologist Center | private Psychologist,,,,Health Care & Social Assistance,missing website; missing or 0 revenue; missing or 0 employees
220,bb79f296-93e4-11eb-86dd-ffbd1b53140e,Help line To Help Hlth,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector
223,19b24740-93e5-11eb-aa66-9b8d95e2171b,HEST OG MENNESKE HILDEGUNN INNBJØR,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector; missing geolocation
223,19b24740-93e5-11eb-aa66-9b8d95e2171b,Hesta,hesta.sk,,,Building Products,missing or 0 revenue; missing or 0 employees
223,19b24740-93e5-11eb-aa66-9b8d95e2171b,Hest IT ANS,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector
225,c4a8edac-a10f-11ed-8865-3b27972b8eff,HP Service Center | Hewlett-Packard,hp-service.kz,1872444.0,75.0,Other Professional Services,missing geolocation
225,c4a8edac-a10f-11ed-8865-3b27972b8eff,Hewlett Packard Sales m Sdn. Bhd.,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector
225,c4a8edac-a10f-11ed-8865-3b27972b8eff,Hewlett-Packard Multimedia Sdn Bhd.,,,,Other Nondurable Products,missing website; missing or 0 revenue; missing or 0 employees; no contact info; missing geolocation
225,c4a8edac-a10f-11ed-8865-3b27972b8eff,Hewlett-Packard M Sdn. Bhd.,,,,Electronics & Appliances,missing website; missing or 0 revenue; missing or 0 employees; missing geolocation
227,571d319b-1e68-11ee-8977-f9df9a4bf47f,HPE Decoded,hpedecoded.dk,,,IT&C Services,missing or 0 revenue; missing or 0 employees; no contact info; missing geolocation
227,571d319b-1e68-11ee-8977-f9df9a4bf47f,Slovenská pošta a.s. SP a.s.,vpeniaze.sk,,,IT&C Services,missing or 0 revenue; missing or 0 employees; missing geolocation
227,571d319b-1e68-11ee-8977-f9df9a4bf47f,Hewlett-Packard ApS.,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector; no contact info
227,571d319b-1e68-11ee-8977-f9df9a4bf47f,Hewlett-Packard Omen,hpstore.cn,,,Electronics & Appliances,missing or 0 revenue; missing or 0 employees; missing geolocation
230,4676a351-f930-11ed-b4e8-cf8e051b3eab,HP Service Center | Hewlett-Packard,hp-service.kz,1872444.0,75.0,Other Professional Services,missing geolocation
230,4676a351-f930-11ed-b4e8-cf8e051b3eab,Slovenská pošta a.s. SP a.s.,vpeniaze.sk,,,IT&C Services,missing or 0 revenue; missing or 0 employees; missing geolocation
230,4676a351-f930-11ed-b4e8-cf8e051b3eab,Hewlett-Packard Sverige AB.,,,,IT&C Services,missing website; missing or 0 revenue; missing or 0 employees; no contact info
230,4676a351-f930-11ed-b4e8-cf8e051b3eab,Hewlett-Packard Omen,hpstore.cn,,,Electronics & Appliances,missing or 0 revenue; missing or 0 employees; missing geolocation
231,793e4ef1-0a2f-11ec-b812-9b4eceb9b5f7,HighTouch Remodeling,,,,Construction,missing website; missing or 0 revenue; missing or 0 employees
231,793e4ef1-0a2f-11ec-b812-9b4eceb9b5f7,High touch Inc.,hightouch.vc,5972148.0,75.0,Pharmaceuticals & Cosmetics,missing geolocation
235,e861f812-cf3e-11ed-a9e6-41f52173ea03,HP Inc Denmark ApS.,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector; no contact info
235,e861f812-cf3e-11ed-a9e6-41f52173ea03,Incon Danmark ApS.,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector; no contact info
237,d5c3fb2e-a8c9-11ef-9c3c-1f32e3c7982a,HP Communication Sales & Services,,,,IT&C Services,missing website; missing or 0 revenue; missing or 0 employees
237,d5c3fb2e-a8c9-11ef-9c3c-1f32e3c7982a,Carco,carco.com.my,,,Automotive,missing or 0 revenue; missing or 0 employees; missing geolocation
237,d5c3fb2e-a8c9-11ef-9c3c-1f32e3c7982a,HP PPS Sales Sdn Bhd.,hp-aipcvideocontest.com,,,Publishers & Media Companies,missing or 0 revenue; missing or 0 employees; no contact info
237,d5c3fb2e-a8c9-11ef-9c3c-1f32e3c7982a,Inter-Pacific Securities,interpac.com.my,,,Finance & Insurance,missing or 0 revenue; missing or 0 employees; missing geolocation
237,d5c3fb2e-a8c9-11ef-9c3c-1f32e3c7982a,PERODUA PANDAN PRIMA,peroduapandanprima.com,,,Automotive,missing or 0 revenue; missing or 0 employees; missing geolocation
244,fea798e2-1afc-11ec-9308-05476ec24aab,Ubi services,ubi-services.eu,,,Electronics & Appliances,missing or 0 revenue; missing or 0 employees; missing geolocation
244,fea798e2-1afc-11ec-9308-05476ec24aab,HUAWEI,huawei.com,99599998976.0,207272.0,Other Durable Products,implausibly high employee count; missing geolocation
244,fea798e2-1afc-11ec-9308-05476ec24aab,Huawei Technologies Norway AS,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector
244,fea798e2-1afc-11ec-9308-05476ec24aab,Inspire nettside,inspirebioslo.no,,4.0,,missing or 0 revenue; missing sector
244,fea798e2-1afc-11ec-9308-05476ec24aab,Huawei Norge,,30690032.0,33.0,IT&C Services,missing website; no contact info
247,7d5aecb0-1b05-11ec-88d5-df9161de908b,Huber Suhner A/S.,,,,Electronics & Appliances,missing website; missing or 0 revenue; missing or 0 employees; no contact info
247,7d5aecb0-1b05-11ec-88d5-df9161de908b,Huber & Suhner Pty Ltd.,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector
248,30069d60-1403-11ec-a8a5-7542bec9389d,Huber & Suhner Pty Ltd.,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector
248,30069d60-1403-11ec-a8a5-7542bec9389d,Huber Suhner A/S.,,,,Electronics & Appliances,missing website; missing or 0 revenue; missing or 0 employees; no contact info
254,33e93227-8a9a-11ec-8f0a-eb02b2415b08,Idemia,cfdt-idemia.fr,,,IT&C Services,missing or 0 revenue; missing or 0 employees; no contact info; missing geolocation
254,33e93227-8a9a-11ec-8f0a-eb02b2415b08,IDEMIA,id06idemia.com,,,Finance & Insurance,missing or 0 revenue; missing or 0 employees
254,33e93227-8a9a-11ec-8f0a-eb02b2415b08,IDEMIA France SAS.,bioscrypt.com,2600000000.0,,Other Professional Services,missing or 0 employees; no contact info
260,017feb65-f8ab-11ed-8629-7d5d4c8e5628,INFINERA CORP,infinerac.xyz,,,,missing or 0 revenue; missing or 0 employees; missing sector
260,017feb65-f8ab-11ed-8629-7d5d4c8e5628,Infinera Corporation,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector
260,017feb65-f8ab-11ed-8629-7d5d4c8e5628,Infinera America,infineraamerica.com,,,IT&C Services,missing or 0 revenue; missing or 0 employees
260,017feb65-f8ab-11ed-8629-7d5d4c8e5628,Infinera Agribusiness,infineraagribusiness.com,998824.0,75.0,"Agriculture, Forestry, Fishing and Hunting",missing geolocation
262,dcc5e190-22df-11ec-817c-6169a8cec47d,Infosys Limited,,,,IT&C Services,missing website; missing or 0 revenue; missing or 0 employees
262,dcc5e190-22df-11ec-817c-6169a8cec47d,Infosys Limited Hubli,,,,IT&C Services,missing website; missing or 0 revenue; missing or 0 employees; no contact info; missing geolocation
262,dcc5e190-22df-11ec-817c-6169a8cec47d,Infosys Limited Mysore,,,,IT&C Services,missing website; missing or 0 revenue; missing or 0 employees; no contact info; missing geolocation
266,99015501-93e4-11eb-b4a6-27899be4e45d,Altegrity Risk International,altegrityrisk.com,600000000.0,100.0,Other Professional Services,missing geolocation
267,e18a529e-c953-11ec-9dcb-d78f7d7b3075,InTouch Fashion Inc.,intouchfashioninc.com,,,"Apparel, Accessories & Footwear",missing or 0 revenue; missing or 0 employees
267,e18a529e-c953-11ec-9dcb-d78f7d7b3075,Insight Truck & Trailer Inc.,,,,Other Consumer Services,missing website; missing or 0 revenue; missing or 0 employees; no contact info
271,dff13de7-1afd-11ec-a31a-a7a88bbb321b,Ipsos Malaysia,,,350.0,Advertising & Marketing,missing website; missing or 0 revenue; no contact info; missing geolocation
271,dff13de7-1afd-11ec-a31a-a7a88bbb321b,Alexandra Apartments Ipsos Corfu,ipsos-corfu.com,1251209.0,15.0,Real Estate,missing geolocation
271,dff13de7-1afd-11ec-a31a-a7a88bbb321b,Ipsos Sdn Bhd.,,,,Advertising & Marketing,missing website; missing or 0 revenue; missing or 0 employees; missing geolocation
271,dff13de7-1afd-11ec-a31a-a7a88bbb321b,Ipsos,ipsos.com.my,,,Finance & Insurance,missing or 0 revenue; missing or 0 employees
272,bc31b560-15e2-11ef-8bc6-955a884bfcce,White Signature,whitesignature.be,,,Accommodation & Food Services,missing or 0 revenue; missing or 0 employees
272,bc31b560-15e2-11ef-8bc6-955a884bfcce,ISS Facility Services Ltd.,frontend-issworld-demo.vercel.app,,,Other Professional Services,missing or 0 revenue; missing or 0 employees
272,bc31b560-15e2-11ef-8bc6-955a884bfcce,ISS Facility Services A/S.,iss.dk,,,,missing or 0 revenue; missing or 0 employees; missing sector
272,bc31b560-15e2-11ef-8bc6-955a884bfcce,ISS Facility Services Phil's. Inc - Carmona Satellite Office,,,,IT&C Services,missing website; missing or 0 revenue; missing or 0 employees; missing geolocation
272,bc31b560-15e2-11ef-8bc6-955a884bfcce,ISS,issworld.com,10049793024.0,378946.0,Other Professional Services,implausibly high employee count; missing geolocation
273,4cf5285b-27d1-11ef-bd6f-218060e3190a,ISS Faciliy Services AB.,,,,Other Professional Services,missing website; missing or 0 revenue; missing or 0 employees
273,4cf5285b-27d1-11ef-bd6f-218060e3190a,ISS Facility Services Phil's. Inc - Carmona Satellite Office,,,,IT&C Services,missing website; missing or 0 revenue; missing or 0 employees; missing geolocation
273,4cf5285b-27d1-11ef-bd6f-218060e3190a,ISS Facility Services AB.,,,,Other Professional Services,missing website; missing or 0 revenue; missing or 0 employees
273,4cf5285b-27d1-11ef-bd6f-218060e3190a,ISS Facility Services AB Älvsjö Älderboende,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector
274,efbe1611-263f-11ec-b5b4-bfd9daeb9f18,ISS Facility Services Norge,,,550.0,,missing website; missing or 0 revenue; missing sector; no contact info
274,efbe1611-263f-11ec-b5b4-bfd9daeb9f18,ISS Facility Services AS Avd.Eiendomsdrift Østfold og Follo,iss.no,,,Other Professional Services,missing or 0 revenue; missing or 0 employees
274,efbe1611-263f-11ec-b5b4-bfd9daeb9f18,Iss Facility Services As Avd Renhold Tromsø,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector; no contact info
274,efbe1611-263f-11ec-b5b4-bfd9daeb9f18,ISS Facility services avd. Skadeservice,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector
274,efbe1611-263f-11ec-b5b4-bfd9daeb9f18,ISS Facility Services AS,kantinebetaling.no,,,Other Professional Services,missing or 0 revenue; missing or 0 employees
280,117f0e3f-9c88-11ef-8bab-03376d671938,JLL,novaseacats.org,,,Real Estate,missing or 0 revenue; missing or 0 employees; missing geolocation
280,117f0e3f-9c88-11ef-8bab-03376d671938,JLL CORPORATE SOLUTIONS AB.,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector; no contact info; missing geolocation
280,117f0e3f-9c88-11ef-8bab-03376d671938,JLL,jll.pe,,,Real Estate,missing or 0 revenue; missing or 0 employees
284,a0c7c82f-a62d-11ed-b2cd-53de41d2c5f2,Jones Lang Lasalle Property Consultants Pte. Ltd.,,,,Real Estate,missing website; missing or 0 revenue; missing or 0 employees
284,a0c7c82f-a62d-11ed-b2cd-53de41d2c5f2,JLL,jll.co.uk,12965894144.0,116500.0,Real Estate,implausibly high employee count
284,a0c7c82f-a62d-11ed-b2cd-53de41d2c5f2,Jones Lang LaSalle Residential Pte. Ltd.,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector
284,a0c7c82f-a62d-11ed-b2cd-53de41d2c5f2,JLL,jll.com.sg,2006929280.0,10500.0,Real Estate,missing geolocation
292,4c8d1142-f9ea-11ee-a764-51dde681169c,Kinnarps as,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector; no contact info
293,db8d8f95-f669-11ed-a149-9b392686bc00,KLM Royal Dutch Airlines,klm.no,,,Transport & Warehousing,missing or 0 revenue; missing or 0 employees; no contact info; missing geolocation
293,db8d8f95-f669-11ed-a149-9b392686bc00,Foretak Claire retail norsk avdeling Av utenlandsk,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector
293,db8d8f95-f669-11ed-a149-9b392686bc00,KLM Royal Dutch Airlines,klm.co.tz,,,Transport & Warehousing,missing or 0 revenue; missing or 0 employees; no contact info; missing geolocation
293,db8d8f95-f669-11ed-a149-9b392686bc00,KLM,klm.ch,,,Transport & Warehousing,missing or 0 revenue; missing or 0 employees; no contact info; missing geolocation
293,db8d8f95-f669-11ed-a149-9b392686bc00,Foretak. KLM-Royal Dutch Airlines filial Av utenlandsk,,,,Transport & Warehousing,missing website; missing or 0 revenue; missing or 0 employees
297,48005fb1-93e5-11eb-8474-3bbe2d07207d,Sartorvet,sartorvet.com,,,Food & Beverages,missing or 0 revenue; missing or 0 employees
297,48005fb1-93e5-11eb-8474-3bbe2d07207d,NH3 Kølegruppen,nh3koelegruppen.dk,,,Construction,missing or 0 revenue; missing or 0 employees
302,76c8a6a0-93e4-11eb-b89f-536884b3e7dd,Miljøretlig Forskningsportal MRF,,,,Architecture & Engineering Services,missing website; missing or 0 revenue; missing or 0 employees; no contact info; missing geolocation
302,76c8a6a0-93e4-11eb-b89f-536884b3e7dd,Kromann Reumert Law Firm,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector
302,76c8a6a0-93e4-11eb-b89f-536884b3e7dd,Reumert,aaretsreumert.dk,,,"Arts, Entertainment & Recreation",missing or 0 revenue; missing or 0 employees; missing geolocation
307,87a7dad6-cd82-11ec-b775-d339108ca9d0,Telugukavithalugalgala,telugukavithalugalgala.wordpress.com,,,,missing or 0 revenue; missing or 0 employees; missing sector
307,87a7dad6-cd82-11ec-b775-d339108ca9d0,LinkedIn Alumni,linkedinalumninetwork.com,,,,missing or 0 revenue; missing or 0 employees; missing sector
309,8fc467df-1b06-11ec-a68d-499e0c2c3a34,Ericsson,,,,IT&C Services,missing website; missing or 0 revenue; missing or 0 employees; missing geolocation
309,8fc467df-1b06-11ec-a68d-499e0c2c3a34,LM Ericsson Bangladesh Ltd.,,,,,missing website; missing or 0 revenue; missing or 0 employees; missing sector; no contact info; missing geolocation
309,8fc467df-1b06-11ec-a68d-499e0c2c3a34,Kungstornen,kungstornen.se,,,Real Estate,missing or 0 revenue; missing or 0 employees; no contact info; missing geolocation
309,8fc467df-1b06-11ec-a68d-499e0c2c3a34,LM Ericsson,nic-ericsson.pages.dev,,,IT&C Services,missing or 0 revenue; missing or 0 employees; missing geolocation
316,49eaca92-93e5-11eb-a33a-a3dfba582839,Førstemann sykkelbud,forstemann.com,,,Transport & Warehousing,missing or 0 revenue; missing or 0 employees; no contact info; missing geolocation
